Frame,Time,Dextran_Area,Dextran_Mean,Dextran_Min,Dextran_Max
404,176.548,123.035,13.324,2,32
405,176.985,123.035,12.27,0,36
406,177.422,123.035,3.919,0,14
407,177.859,123.035,11.459,0,34
408,178.296,123.035,12,0,46
409,178.733,123.035,13.405,2,46
410,179.17,123.035,14.216,0,51
411,179.607,123.035,14.27,0,51
412,180.044,123.035,12.189,0,61
413,180.481,123.035,11.459,0,54
414,180.918,123.035,10.973,0,61
415,181.355,123.035,10.162,2,27
416,181.792,123.035,12.324,0,34
417,182.229,123.035,15.757,0,66
418,182.666,123.035,13.649,0,41
419,183.103,123.035,12.054,0,64
420,183.54,123.035,11.649,0,41
421,183.977,123.035,13.676,2,54
422,184.414,123.035,12.081,0,61
423,184.851,123.035,12.216,0,49
424,185.288,123.035,12,0,44
425,185.725,123.035,8.595,0,49
426,186.162,123.035,12.811,0,34
427,186.599,123.035,12.865,0,46
428,187.036,123.035,8.757,0,51
429,187.473,123.035,10.108,0,44
430,187.91,123.035,10.865,0,46
431,188.347,123.035,5.216,0,39
432,188.784,123.035,7.811,0,39
433,189.221,123.035,8.486,0,39
434,189.658,123.035,3.784,0,24
435,190.095,123.035,8.865,0,36
436,190.532,123.035,9.622,0,34
437,190.969,123.035,6.405,0,34
438,191.406,123.035,13.189,0,59
439,191.843,123.035,13.162,0,59
440,192.28,123.035,7.486,0,39
441,192.717,123.035,11.892,0,44
442,193.154,123.035,14.108,0,46
443,193.591,123.035,11.108,0,56
444,194.028,123.035,11.757,0,41
445,194.465,123.035,11.892,0,49
446,194.902,123.035,8.27,0,49
447,195.339,123.035,12.919,0,61
448,195.776,123.035,15.027,0,59
449,196.213,123.035,3.622,0,9
450,196.65,123.035,10.324,0,51
451,197.087,123.035,14.676,0,49
452,197.524,123.035,5.514,0,19
453,197.961,123.035,10.054,0,32
454,198.398,123.035,12.324,0,61
455,198.835,123.035,11.514,2,24
456,199.272,123.035,12.568,0,51
457,199.709,123.035,13.189,0,41
458,200.146,123.035,10.351,0,29
459,200.583,123.035,14.135,0,64
460,201.02,123.035,12.432,0,34
461,201.457,123.035,8,0,24
462,201.894,123.035,12.27,0,46
463,202.331,123.035,12.108,0,54
464,202.768,123.035,12.162,0,51
465,203.205,123.035,9.108,0,36
466,203.642,123.035,14.243,0,56
467,204.079,123.035,13.973,0,46
468,204.516,123.035,12.351,2,34
469,204.953,123.035,11.162,0,34
470,205.39,123.035,13.378,2,44
471,205.827,123.035,12.108,2,34
472,206.264,123.035,14.432,0,56
473,206.701,123.035,13.703,0,51
474,207.138,123.035,12.162,0,34
475,207.575,123.035,15.757,0,93
476,208.012,123.035,21.541,2,130
477,208.449,123.035,11.135,0,59
478,208.886,123.035,17.351,2,115
479,209.323,123.035,18.162,2,93
480,209.76,123.035,17.081,0,64
481,210.197,123.035,18.405,2,68
482,210.634,123.035,18.243,0,115
483,211.071,123.035,15.162,0,61
484,211.508,123.035,13.432,0,39
485,211.945,123.035,12.216,2,51
486,212.382,123.035,17.297,0,51
487,212.819,123.035,7.108,0,22
488,213.256,123.035,7.865,2,22
489,213.693,123.035,15.865,0,64
490,214.13,123.035,6.243,0,24
491,214.567,123.035,13.162,0,61
492,215.004,123.035,15.757,2,91
493,215.441,123.035,6.973,0,46
494,215.878,123.035,9.297,0,29
495,216.315,123.035,7.432,0,22
496,216.752,123.035,12.865,0,44
497,217.189,123.035,11.622,2,46
498,217.626,123.035,11,0,29
499,218.063,123.035,18.676,0,46
500,218.5,123.035,13.892,2,39
501,218.937,123.035,15.459,0,66
502,219.374,123.035,16.919,0,88
503,219.811,123.035,14.135,0,81
504,220.248,123.035,17.622,2,66
505,220.685,123.035,14.243,0,66
506,221.122,123.035,14.865,0,41
507,221.559,123.035,17.757,0,68
508,221.996,123.035,6.595,0,24
509,222.433,123.035,19.595,2,91
510,222.87,123.035,17.297,2,76
511,223.307,123.035,14.514,0,46
512,223.744,123.035,15.838,0,51
513,224.181,123.035,15.108,0,59
514,224.618,123.035,11.865,2,27
515,225.055,123.035,16.027,0,39
516,225.492,123.035,17.324,0,66
517,225.929,123.035,11.595,0,41
518,226.366,123.035,19.189,2,49
519,226.803,123.035,14.432,0,49
520,227.24,123.035,14.73,2,36
521,227.677,123.035,15.081,2,39
522,228.114,123.035,13.351,2,41
523,228.551,123.035,17.108,0,61
524,228.988,123.035,16.568,0,56
525,229.425,123.035,16.135,0,59
526,229.862,123.035,15.405,0,41
527,230.299,123.035,15.541,0,71
528,230.736,123.035,12.459,0,44
529,231.173,123.035,12.189,0,51
530,231.61,123.035,14.108,0,44
531,232.047,123.035,13.973,2,36
532,232.484,123.035,13.162,0,41
